,rank,disr,diss,dior,dios,diar,tots,rank,disr,diss,dior,dios,diar,tots,label
0,416.6,0.0,0.0,4.6,1.6,0.4,1.6,115.7488660851587,0.0,0.0,4.61519230368573,0.8944271909999159,0.5477225575051662,0.8944271909999159,0.0
1,415.0,0.0,0.0,2.8,1.4,0.0,1.4,113.72774507568502,0.0,0.0,2.16794833886788,0.5477225575051661,0.0,0.5477225575051661,0.0
2,413.0,0.0,0.0,0.8,0.6,0.0,0.6,111.24747188138704,0.0,0.0,0.4472135954999579,0.5477225575051662,0.0,0.5477225575051662,0.0
3,411.8,0.0,0.0,1.8,1.0,0.0,1.0,109.77795771465236,0.0,0.0,1.3038404810405297,0.7071067811865476,0.0,0.7071067811865476,0.0
4,410.8,0.0,0.0,0.4,0.2,0.0,0.2,108.55044910086738,0.0,0.0,0.8944271909999161,0.44721359549995804,0.0,0.44721359549995804,0.0
5,410.4,0.0,0.0,0.4,0.6,0.0,0.6,108.05924301048938,0.0,0.0,0.5477225575051662,0.5477225575051662,0.0,0.5477225575051662,0.0
6,384.5,0.0,0.0,2.25,0.5,0.0,0.5,105.32964128550583,0.0,0.0,0.9574271077563381,0.5773502691896257,0.0,0.5773502691896257,0.0
7,426.6666666666667,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,104.51156235874893,0.0,0.0,0.5163977794943223,0.5163977794943223,0.0,0.5163977794943223,0.0
8,411.4,0.0,0.0,0.0,0.0,0.0,0.0,109.29684350428424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,411.0,0.0,0.0,0.0,0.0,0.0,0.0,108.79797792238604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,410.6,0.0,0.0,0.0,0.0,0.0,0.0,108.30420121121803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,409.8,0.0,0.0,0.0,0.0,0.0,0.0,107.33219461093674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,409.6,0.0,0.0,0.6,0.2,0.0,0.2,107.09248339636167,0.0,0.0,0.8944271909999159,0.44721359549995804,0.0,0.44721359549995804,0.0
13,411.0,0.0,0.0,0.2,0.0,0.0,0.0,106.71925786848408,0.0,0.0,0.44721359549995804,0.0,0.0,0.0,0.0
14,410.8,0.0,0.0,1.4,1.0,0.0,1.0,107.94072447412978,0.0,0.0,1.51657508881031,0.7071067811865476,0.0,0.7071067811865476,0.0
15,410.4,0.0,0.0,0.6,0.4,0.0,0.4,108.0592430104894,0.0,0.0,0.8944271909999159,0.5477225575051662,0.0,0.5477225575051662,0.0
16,410.4,0.0,0.0,0.0,0.2,0.0,0.2,108.0592430104894,0.0,0.0,0.0,0.44721359549995804,0.0,0.44721359549995804,0.0
17,384.0,0.0,0.0,0.25,0.0,0.0,0.0,104.51156235874893,0.0,0.0,0.5,0.0,0.0,0.0,0.0
18,410.4,0.0,0.0,0.0,0.0,0.0,0.0,108.0592430104894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,410.4,0.0,0.0,0.0,0.0,0.0,0.0,108.0592430104894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,428.0,0.0,0.0,0.0,0.0,0.0,0.0,105.83005244258362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,384.0,0.0,0.0,0.0,0.0,0.0,0.0,104.51156235874893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,428.0,0.0,0.0,0.0,0.0,0.0,0.0,105.83005244258362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,410.4,0.0,0.0,0.0,0.0,0.0,0.0,108.0592430104894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,410.4,0.0,0.0,0.0,0.0,0.0,0.0,108.0592430104894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,410.4,0.0,0.0,0.0,0.0,0.0,0.0,108.0592430104894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,410.4,0.0,0.0,0.4,0.4,0.0,0.4,108.0592430104894,0.0,0.0,0.5477225575051662,0.5477225575051662,0.0,0.5477225575051662,0.0
27,410.4,0.0,0.0,0.2,0.0,0.4,0.2,108.0592430104894,0.0,0.0,0.44721359549995804,0.0,0.8944271909999161,0.447213595499958,0.0
28,410.4,0.0,0.0,0.0,0.0,0.8,0.8,108.0592430104894,0.0,0.0,0.0,0.0,0.8366600265340756,0.4472135954999579,0.0
29,410.4,0.0,0.0,0.2,0.2,0.0,0.2,108.0592430104894,0.0,0.0,0.44721359549995804,0.44721359549995804,0.0,0.44721359549995804,0.0
